@relation input_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
94,63,44,1,0,52,99,100,5
100,99,86,45,0,13,41,44,7
85,100,78,48,21,0,0,1,2
100,91,64,32,0,0,27,27,6
88,100,94,65,54,29,3,0,3
100,60,94,89,54,0,28,38,8
71,100,75,37,0,7,44,83,8
96,63,20,0,22,64,100,86,0
4,29,62,95,100,67,33,0,1
100,67,55,98,56,13,0,45,8
100,75,42,43,63,69,34,0,4
37,0,14,50,90,100,66,25,0
100,81,59,40,47,44,22,0,4
73,61,36,0,19,59,94,100,5
87,100,63,28,0,34,71,87,8
90,100,80,59,35,11,0,3,3
94,66,46,2,0,49,96,100,5
96,64,26,0,27,65,100,79,0
90,97,57,22,0,33,72,100,8
48,73,100,92,65,57,31,0,9
100,89,54,21,21,38,34,0,4
100,73,27,0,15,51,89,95,0
68,100,91,58,31,6,6,0,2
78,100,80,61,43,14,0,20,3
100,70,38,0,5,45,85,96,5
97,59,34,0,43,86,98,100,5
51,75,100,85,59,33,7,0,1
82,100,69,59,88,41,1,0,9
100,74,43,3,0,44,81,58,8
87,100,78,65,90,65,32,0,9
100,82,51,20,0,12,42,56,6
100,82,49,22,34,36,42,0,4
100,85,58,23,0,11,40,47,6
77,100,77,37,0,9,39,31,7
87,56,75,28,0,46,94,100,5
97,61,19,0,38,68,99,100,8
91,100,66,32,0,16,40,48,7
78,100,98,68,43,14,2,0,3
76,82,100,98,74,49,25,0,9
68,56,81,100,86,55,26,0,9
54,67,88,100,74,49,24,0,1
100,79,48,15,0,14,33,28,6
90,100,81,62,45,18,0,0,3
76,100,61,21,0,4,6,5,1
100,87,72,58,43,28,14,0,1
91,100,97,76,38,0,25,35,7
65,100,89,40,0,8,5,6,1
53,68,90,100,75,50,25,0,1
65,88,100,70,41,13,0,1,1
100,80,51,29,40,53,28,0,4
100,71,39,0,16,61,93,97,5
87,92,96,100,78,54,27,0,7
85,100,73,42,15,0,0,2,2
98,100,70,35,0,32,51,55,7
90,100,83,57,32,12,1,0,3
78,100,85,55,27,0,0,7,2
93,87,49,8,0,31,66,100,0
62,55,73,100,91,57,25,0,9
85,100,78,38,0,16,37,37,7
95,100,78,39,0,12,40,46,7
84,46,9,0,29,57,94,100,8
66,100,88,54,72,42,0,3,9
88,100,90,46,0,3,30,38,7
100,68,36,36,40,69,35,0,4
73,100,95,63,44,13,0,11,3
100,59,46,47,81,86,43,0,4
62,100,56,19,0,13,8,1,2
100,99,69,35,0,29,44,47,7
98,64,100,79,77,29,2,0,9
67,100,91,53,26,15,6,0,2
64,80,100,79,54,68,41,0,9
86,65,27,0,28,64,100,85,8
59,85,100,58,16,5,0,1,1
87,100,76,57,53,21,0,8,3
100,79,32,0,8,51,90,97,0
83,100,78,48,22,0,1,6,2
91,96,100,62,18,0,38,40,7
62,64,84,100,77,51,25,0,1
100,65,57,70,87,76,38,0,4
89,97,100,90,66,44,22,0,7
98,96,59,27,0,32,70,100,8
99,52,0,3,51,100,83,33,0
100,86,47,11,0,33,65,96,8
100,99,78,42,7,0,27,38,7
64,100,98,69,80,49,10,0,9
97,76,35,0,31,65,95,100,8
96,63,100,80,63,54,4,0,9
100,87,55,23,0,21,35,17,6
88,46,45,0,55,95,94,100,5
61,100,79,33,0,1,2,6,1
100,70,40,44,57,64,32,0,4
83,52,15,0,32,65,87,100,5
95,68,100,76,45,0,36,50,8
88,56,29,0,35,79,99,100,5
98,100,85,57,29,0,18,35,7
61,93,100,57,15,0,5,7,1
99,92,73,100,67,23,0,3,9
88,77,33,0,6,45,82,100,0
100,62,35,0,23,72,98,96,5
67,100,98,54,12,1,0,3,1
92,59,13,0,25,65,100,100,0
100,98,62,33,13,9,5,0,2
46,31,0,9,45,78,100,68,8
90,64,29,0,26,67,100,79,8
100,82,53,21,0,8,31,21,6
99,100,79,51,47,19,0,1,5
91,100,91,46,0,8,38,45,7
98,71,21,0,34,79,100,67,0
100,63,45,50,73,97,48,0,4
93,100,66,33,0,23,37,38,7
91,100,76,61,48,15,0,7,3
85,100,85,55,29,7,2,0,2
97,100,70,35,0,15,39,41,7
92,100,63,28,0,33,46,48,7
73,31,0,18,55,94,100,75,0
98,65,99,100,75,62,17,0,9
90,100,72,82,54,12,0,7,9
89,47,0,2,45,89,100,54,0
87,100,60,8,0,37,90,92,0
88,56,36,0,10,55,88,100,5
98,55,100,82,72,46,0,0,9
66,98,100,79,49,15,0,1,2
90,100,98,77,58,44,9,0,5
100,88,50,9,6,42,33,0,6
97,76,27,0,17,65,97,100,0
69,100,93,60,31,3,0,1,2
98,100,89,82,38,3,0,8,9
89,100,82,45,5,0,26,36,7
100,87,66,46,50,40,20,0,4
95,75,36,0,25,64,100,82,0
94,76,39,0,14,46,88,100,8
84,52,12,0,39,74,100,81,8
20,51,89,100,61,30,0,14,8
79,100,80,56,38,13,0,2,3
89,100,70,42,51,61,30,0,4
97,77,100,82,55,23,5,0,9
90,65,44,5,0,50,95,100,5
79,100,71,33,0,32,58,80,8
100,83,56,28,0,6,28,23,6
90,54,39,0,8,55,94,100,5
79,100,86,73,63,27,0,5,9
94,100,86,43,0,2,38,44,7
86,100,71,44,22,18,18,0,2
100,88,44,0,39,73,97,84,8
96,84,47,39,55,100,48,0,4
100,90,68,88,54,22,0,13,9
100,76,44,48,66,92,44,0,4
86,100,91,63,47,21,2,0,3
91,100,60,21,0,37,70,93,8
100,85,65,45,39,39,19,0,4
99,100,72,40,6,0,29,15,6
100,92,67,35,6,0,25,46,6
77,98,100,74,43,11,0,16,3
100,68,27,0,9,44,85,85,0
93,56,100,55,35,0,52,29,8
100,58,12,0,29,75,100,78,0
100,91,70,41,7,0,20,22,6
99,79,70,100,100,65,32,0,9
100,86,44,0,1,39,82,88,8
80,100,95,72,47,20,0,5,3
99,69,30,0,29,58,88,100,8
86,62,9,0,49,100,94,41,0
99,100,79,45,52,22,0,7,5
90,100,82,39,0,6,41,54,7
100,97,69,38,7,0,34,41,7
100,100,85,62,56,23,0,7,5
69,100,55,18,0,23,18,10,2
62,81,100,87,64,43,21,0,1
79,100,88,58,30,1,0,10,2
99,100,75,50,27,43,25,0,4
80,48,100,67,14,1,0,2,1
95,72,33,0,16,59,89,100,5
89,100,69,35,0,11,47,81,8
68,100,90,46,7,2,0,2,1
100,84,63,44,30,34,18,0,4
74,76,100,81,46,12,0,18,9
92,66,29,0,24,78,100,97,5
100,90,59,27,0,5,28,16,6
100,82,61,40,38,42,21,0,4
88,100,81,41,0,17,37,43,7
77,100,100,58,16,0,6,4,1
71,96,100,76,86,49,13,0,9
73,100,76,43,16,9,0,1,2
100,95,98,55,53,15,0,16,5
86,89,100,60,53,19,0,13,5
100,74,34,0,21,59,98,83,0
100,75,52,53,73,85,43,0,4
93,95,100,82,70,45,0,1,5
83,100,83,57,35,6,0,13,3
91,100,81,61,38,14,0,1,3
80,100,85,61,50,14,0,20,3
91,73,27,0,33,60,96,100,8
100,68,19,0,42,85,63,19,0
87,100,64,15,0,38,44,51,7
100,93,61,25,0,18,42,21,6
79,99,100,73,45,17,0,3,1
62,100,79,41,0,2,42,75,8
97,61,44,0,24,82,98,100,5
100,94,70,35,0,19,33,35,7
100,79,48,28,34,64,34,0,4
94,48,6,0,45,90,100,100,5
88,100,85,45,8,0,25,27,7
78,100,77,37,12,24,9,0,2
89,55,6,0,45,90,100,67,0
82,100,77,53,42,19,6,0,3
72,85,100,81,60,38,18,0,1
100,81,58,35,9,0,20,22,6
73,100,87,64,44,11,0,8,3
57,76,100,99,74,49,24,0,1
98,69,49,7,0,50,95,100,5
82,98,100,72,43,16,2,0,2
88,100,97,70,50,37,11,0,3
94,100,91,66,50,28,5,0,5
100,94,51,44,61,86,43,0,4
67,100,97,57,23,0,3,1,2
100,70,43,42,43,70,35,0,4
100,76,33,0,25,65,87,60,0
71,60,11,0,32,80,100,66,0
86,66,26,0,30,63,98,100,8
98,100,68,32,0,18,39,27,6
86,100,74,51,32,7,0,7,3
100,64,32,0,33,84,90,92,5
90,100,100,68,33,0,15,23,7
100,69,27,0,9,42,81,92,0
100,89,57,25,4,24,25,0,6
82,64,67,100,90,48,12,0,9
80,100,71,37,8,12,16,0,2
83,65,26,0,36,70,100,93,8
100,85,59,31,1,0,18,18,6
95,60,67,8,0,61,91,100,5
83,38,0,1,37,80,100,71,0
95,100,89,53,45,19,3,0,5
71,44,11,0,37,71,91,100,5
54,100,87,39,7,1,0,4,2
100,81,56,28,0,5,30,27,6
69,51,72,100,99,66,32,0,9
100,80,30,0,8,47,82,91,0
89,100,68,32,0,10,26,10,6
76,100,88,83,82,53,26,0,9
51,22,0,13,54,93,100,61,0
85,100,85,60,41,21,0,1,3
100,62,35,33,67,77,39,0,4
100,88,64,35,7,0,21,21,6
100,80,41,0,10,44,75,94,8
71,100,77,43,17,8,6,0,2
86,100,77,52,45,19,2,0,3
97,100,82,51,52,29,5,0,5
77,95,100,80,59,35,15,0,3
39,58,76,100,88,60,30,0,1
75,38,0,28,60,90,100,81,8
74,100,69,27,0,10,15,5,2
56,77,100,99,71,42,14,0,1
65,46,1,0,30,75,100,82,0
100,95,71,38,4,0,28,30,7
100,80,53,22,0,14,37,32,6
100,84,51,20,0,24,54,81,8
85,100,68,27,0,2,5,3,1
100,88,59,45,69,56,29,0,4
93,100,78,58,41,23,9,0,3
88,100,69,38,13,1,1,0,2
39,61,84,100,75,50,25,0,1
85,100,69,35,1,0,33,37,7
56,16,0,29,68,100,93,55,0
74,100,90,59,40,9,0,15,3
63,75,97,100,75,50,25,0,1
74,100,75,35,2,0,2,3,1
68,100,100,71,77,46,15,0,9
73,100,81,55,71,43,6,0,9
83,100,76,47,24,3,0,16,3
100,94,68,42,39,52,26,0,4
81,63,30,0,36,79,99,100,5
100,98,88,59,19,0,30,36,7
92,38,0,8,55,100,100,66,0
84,100,76,49,43,21,0,6,3
93,100,80,44,8,0,24,31,7
79,100,84,56,43,19,0,8,3
96,100,99,77,56,35,9,0,5
96,100,76,45,22,3,1,0,2
85,100,94,74,65,36,13,0,5
90,100,87,59,36,14,5,0,2
81,100,79,69,69,24,0,1,9
85,63,31,0,15,50,83,100,8
99,68,26,0,13,56,92,100,5
100,93,62,31,0,13,33,35,7
81,100,84,60,43,16,0,1,3
98,68,100,96,67,36,0,22,9
66,92,100,70,42,15,0,9,2
38,57,79,100,76,51,26,0,1
66,100,98,50,0,0,8,0,1
92,100,95,89,66,33,2,0,5
76,100,82,41,0,15,51,88,8
84,100,83,66,52,19,0,5,3
77,100,94,67,53,29,7,0,3
64,100,94,53,22,18,8,0,2
85,100,61,22,0,32,52,58,8
100,96,80,64,48,31,16,0,1
90,100,90,71,50,27,10,0,3
100,80,57,42,55,45,23,0,4
96,54,5,0,49,95,100,62,0
100,83,57,29,1,0,26,43,6
95,73,37,36,75,100,50,0,4
100,91,76,60,45,30,15,0,1
100,80,41,3,0,38,67,93,8
79,57,19,0,34,63,100,76,8
95,56,32,0,24,75,93,100,5
87,100,87,53,28,3,0,0,2
100,63,21,0,14,43,79,90,0
76,100,97,71,44,20,0,0,2
89,100,68,78,46,10,0,6,9
85,50,51,3,0,53,89,100,5
100,79,54,25,0,9,34,39,6
84,100,82,62,46,22,0,8,3
82,100,91,68,50,26,10,0,3
92,49,0,1,51,100,83,29,0
100,75,50,49,72,53,26,0,4
92,52,0,6,53,100,100,49,0
100,90,55,20,0,16,34,19,6
54,75,98,100,75,50,25,0,1
100,73,44,44,63,61,30,0,4
100,66,11,0,19,65,87,77,0
72,93,100,78,71,57,28,0,9
100,97,62,33,0,18,59,95,8
100,93,58,15,2,29,35,0,6
89,72,59,12,0,64,97,100,5
83,100,73,43,21,6,4,0,2
100,96,58,28,12,5,0,4,2
83,100,79,54,44,18,0,3,3
58,38,5,0,35,64,83,100,5
93,70,37,0,20,60,94,100,8
84,100,74,53,42,15,0,1,3
72,100,92,64,53,35,8,0,3
80,32,0,14,61,100,86,40,0
100,80,57,42,43,50,26,0,4
100,81,54,39,46,52,26,0,4
90,100,71,64,44,14,0,24,3
89,68,24,0,27,72,99,100,0
100,69,30,0,19,53,91,95,0
78,100,75,39,0,4,45,85,8
100,83,59,40,46,48,23,0,4
85,68,79,100,65,23,0,8,9
78,100,94,63,36,6,0,29,3
64,82,100,80,60,40,20,0,1
86,100,76,46,21,0,3,6,2
100,84,57,37,48,52,27,0,4
88,100,94,67,40,17,6,0,3
71,40,76,100,57,68,4,0,9
100,94,59,22,0,15,32,19,6
67,87,100,80,60,40,19,0,1
100,90,57,23,0,16,45,27,6
100,74,48,20,0,16,28,10,6
100,97,73,46,42,48,29,0,4
44,58,79,100,74,47,20,0,1
92,100,70,79,75,33,0,0,9
94,100,74,67,45,16,0,12,3
81,52,23,0,35,71,96,100,5
73,43,10,0,36,70,87,100,5
100,77,39,0,7,38,78,96,0
100,53,5,0,39,87,98,79,0
66,94,100,58,16,0,3,4,1
100,67,29,24,35,88,53,0,4
56,72,90,100,74,49,23,0,1
100,78,44,24,29,55,31,0,4
65,25,0,11,54,92,100,64,0
97,100,71,38,4,0,26,28,7
100,71,43,34,43,55,27,0,4
67,82,100,84,63,42,21,0,1
87,100,83,64,47,20,0,3,3
92,75,77,100,95,60,31,0,9
76,100,79,45,15,0,4,7,2
71,100,79,41,14,6,3,0,2
94,100,100,97,75,51,26,0,7
100,98,58,21,0,41,49,55,7
88,100,86,62,42,20,6,0,2
72,35,0,8,40,78,100,75,0
72,76,37,0,23,61,100,83,0
81,46,6,0,42,84,96,100,5
83,100,84,50,15,0,34,38,7
80,71,94,100,70,42,18,0,9
51,74,100,91,63,36,8,0,1
100,92,64,29,0,8,32,29,6
88,76,51,2,0,48,92,100,5
100,79,45,18,27,61,35,0,4
100,93,63,50,72,61,31,0,4
84,100,75,52,52,27,6,0,3
85,100,97,76,57,33,13,0,3
55,83,100,66,32,0,6,8,1
100,95,63,31,0,22,43,43,7
77,60,0,4,57,100,66,11,0
97,100,87,51,45,12,0,3,5
66,100,91,52,18,0,6,6,2
65,87,100,66,29,0,21,47,8
100,66,31,0,27,59,91,97,8
86,100,77,53,40,19,6,0,3
87,100,74,82,92,61,30,0,9
66,100,88,63,77,36,1,0,9
88,100,73,85,91,61,30,0,9
100,79,50,18,0,18,38,34,6
100,77,58,56,69,48,24,0,4
81,100,81,52,27,4,0,1,2
13,42,70,100,94,63,32,0,1
99,100,91,61,30,0,33,36,7
100,79,68,90,60,32,10,0,9
56,66,85,100,76,51,25,0,1
100,75,47,17,0,12,31,23,6
90,100,80,57,34,12,0,1,2
96,100,82,60,35,4,0,5,3
63,100,82,39,0,9,49,63,8
93,100,69,35,0,27,47,52,7
72,100,72,35,7,6,9,0,2
82,100,86,55,40,21,0,2,3
100,86,59,28,0,6,29,17,6
73,100,95,62,34,10,0,4,2
91,100,82,55,54,27,3,0,3
100,91,60,27,0,5,31,25,6
78,36,0,4,39,84,100,76,0
100,74,40,38,44,73,36,0,4
73,100,82,63,41,6,0,18,3
0,9,37,70,100,94,65,58,9
100,91,63,31,0,28,69,98,8
100,93,70,43,16,0,23,37,6
90,100,98,88,59,37,5,0,5
96,100,89,43,0,0,38,41,7
63,100,96,57,26,0,6,12,2
93,100,72,42,11,0,24,14,6
96,64,22,0,23,65,99,100,0
72,100,95,66,38,5,0,17,3
100,79,56,58,69,61,28,0,4
25,50,75,100,80,54,27,0,1
25,41,71,100,93,62,31,0,1
96,100,84,46,5,0,34,39,7
81,100,73,36,0,16,27,30,7
97,53,6,0,35,84,100,81,0
100,81,53,22,0,21,40,18,6
85,100,98,85,65,33,7,0,5
83,100,83,58,36,13,8,0,2
100,74,33,0,13,50,80,74,0
95,100,86,47,7,0,24,27,7
86,100,81,55,30,8,0,1,2
98,100,72,96,93,57,23,0,9
86,100,95,69,43,19,0,2,3
100,75,45,34,35,60,29,0,4
100,75,39,3,0,31,52,38,6
78,31,0,1,27,76,100,73,0
100,87,60,27,0,16,44,45,6
89,100,72,34,0,28,36,37,7
74,62,23,0,38,72,100,80,8
100,75,47,27,30,47,27,0,4
51,20,0,11,43,81,100,85,0
88,42,0,1,35,79,100,89,0
100,100,67,31,0,6,38,55,6
90,100,74,36,0,1,36,40,7
94,100,77,59,43,11,0,1,3
67,24,0,24,62,100,90,57,0
79,99,100,75,49,22,4,0,2
100,70,41,35,40,56,34,0,4
92,48,67,100,90,62,19,0,9
100,81,58,35,33,44,21,0,4
92,100,76,55,34,10,0,4,3
94,63,67,19,0,55,100,100,5
90,100,77,53,52,22,0,7,5
100,78,49,19,0,10,28,18,6
79,100,78,52,34,7,0,4,3
73,100,81,57,72,31,2,0,9
100,93,66,84,49,15,0,10,9
100,64,36,0,19,67,97,98,5
77,44,0,7,52,88,99,100,5
95,100,93,60,27,0,35,41,7
100,71,90,96,76,80,41,0,9
100,80,47,11,0,30,44,19,6
90,100,81,51,29,4,0,4,5
100,63,34,35,36,71,37,0,4
94,100,99,66,58,31,3,0,3
69,100,86,51,19,0,7,10,1
100,66,19,0,28,72,98,88,0
93,100,77,39,0,22,42,50,7
86,100,73,43,15,0,36,66,8
76,100,72,35,0,15,37,36,7
20,42,70,100,86,56,27,0,1
69,100,71,31,1,0,1,3,1
70,100,78,51,81,48,9,0,9
99,77,35,0,17,58,100,91,0
86,74,100,91,54,16,0,12,9
85,66,69,99,100,58,24,0,9
80,80,100,70,39,19,12,0,2
55,86,100,70,43,18,0,2,2
68,100,93,67,71,25,0,12,9
72,100,72,36,0,1,27,55,8
100,82,53,20,0,19,39,35,6
100,63,30,0,25,69,97,96,5
80,100,97,56,15,0,0,8,1
94,100,82,51,20,0,28,38,7
100,77,49,18,0,16,23,1,6
66,100,88,47,15,0,5,11,2
100,76,47,15,0,12,24,17,6
80,100,91,67,46,28,6,0,2
68,100,78,32,4,15,10,0,2
81,40,1,0,30,73,100,81,0
100,98,78,82,48,16,0,10,9
81,100,94,68,44,25,8,0,3
9,38,69,100,94,63,31,0,1
100,86,79,52,23,0,25,40,7
83,100,67,35,0,31,32,31,7
90,61,100,84,29,0,57,28,8
89,100,63,81,54,11,0,13,9
93,100,79,40,0,14,32,35,7
100,81,59,41,41,43,22,0,4
70,100,88,44,1,0,41,85,8
74,100,92,64,47,16,0,9,3
100,79,57,34,9,0,21,20,6
100,73,29,0,3,39,79,98,0
72,31,0,8,50,87,100,68,0
60,100,82,36,0,0,2,3,2
100,82,48,11,0,32,32,2,6
98,67,28,0,26,58,93,100,8
89,100,89,61,33,5,0,11,3
74,49,2,0,30,76,100,84,0
80,100,77,54,45,13,0,6,3
100,89,64,34,0,2,32,23,6
94,66,23,0,26,70,100,84,0
78,100,79,52,29,2,0,8,2
100,97,80,63,46,30,14,0,1
85,57,58,18,0,50,95,100,5
64,100,87,61,70,31,0,4,9
89,100,73,47,40,59,30,0,4
71,62,83,100,80,49,19,0,9
100,69,53,56,72,94,46,0,4
83,100,85,57,32,11,0,0,2
100,66,37,39,42,68,35,0,4
66,92,100,58,17,0,0,1,1
90,68,22,0,39,66,95,100,8
38,54,78,100,75,50,25,0,1
100,96,68,92,66,28,1,0,9
81,100,70,34,0,33,64,91,8
95,100,82,41,0,11,31,32,7
99,100,80,97,64,24,0,6,9
84,62,22,0,30,72,90,100,5
72,100,83,46,17,0,7,4,2
90,100,78,39,0,3,29,34,7
87,100,74,45,20,3,1,0,2
56,92,100,63,34,12,4,0,2
52,60,78,100,81,54,27,0,1
80,75,100,75,39,4,0,3,9
60,79,100,71,36,0,14,50,8
96,62,26,0,35,76,100,100,5
70,58,80,100,75,50,25,0,1
68,100,75,35,1,2,4,0,2
79,53,24,0,42,86,96,100,5
81,43,7,0,42,73,90,100,5
84,51,11,0,47,93,100,99,5
85,98,57,19,0,38,71,100,8
90,79,43,0,10,55,98,100,8
88,100,90,46,0,18,37,38,7
91,100,77,50,25,5,3,0,2
91,73,30,0,14,46,86,100,0
100,82,54,42,57,55,28,0,4
92,100,99,65,32,0,24,34,7
76,100,76,41,11,3,1,0,2
96,100,89,57,23,0,30,44,7
89,100,97,72,48,21,1,0,3
87,100,94,57,22,0,29,37,7
75,59,25,0,36,68,100,95,8
62,96,56,13,0,56,100,90,5
90,45,0,0,41,88,100,59,0
97,97,68,100,60,9,0,34,9
91,70,24,0,21,67,100,73,0
94,60,50,0,11,70,100,96,5
100,69,33,0,27,67,100,97,5
73,100,66,24,0,6,8,9,1
96,100,75,38,0,8,26,28,7
88,100,94,69,39,10,0,6,3
78,100,81,43,8,0,38,49,7
100,57,71,93,47,0,37,39,8
86,100,77,45,16,0,1,2,2
92,96,47,0,8,58,100,86,8
81,100,78,49,25,5,0,2,2
78,100,96,69,45,21,3,0,2
100,67,35,0,30,75,99,98,5
64,83,100,80,60,40,20,0,1
45,4,0,24,70,100,83,39,0
100,63,29,35,34,65,41,0,4
64,100,92,53,14,0,0,5,1
99,55,48,14,0,44,87,100,5
83,99,100,74,36,0,8,27,7
100,84,70,88,64,39,18,0,9
100,86,41,0,23,66,100,70,8
72,100,95,64,37,14,1,0,2
100,78,51,24,0,7,24,6,6
93,100,72,34,0,32,48,53,7
96,100,69,35,0,13,43,44,7
90,100,76,36,0,34,43,45,7
55,94,100,65,80,61,20,0,9
68,75,95,100,75,50,25,0,1
76,100,95,64,52,20,0,18,3
82,100,79,66,61,30,6,0,9
68,37,0,0,43,72,87,100,5
100,97,73,45,15,0,32,30,7
100,78,46,37,50,66,33,0,4
76,100,65,33,0,28,64,94,8
83,100,82,52,23,0,29,33,7
82,100,68,84,63,23,0,12,9
74,100,92,60,45,18,0,1,3
61,79,99,100,75,49,24,0,1
100,90,63,44,52,53,27,0,4
28,51,75,100,81,54,27,0,1
91,100,74,57,81,65,32,0,9
91,72,40,0,33,90,96,100,5
100,90,61,28,0,13,27,10,6
73,100,93,55,20,0,35,28,7
100,78,55,63,83,55,25,0,4
78,96,100,80,60,36,14,0,3
92,63,33,0,37,81,96,100,5
100,94,62,28,0,4,24,1,6
88,100,77,50,36,17,0,3,3
85,100,93,66,40,15,4,0,3
100,77,51,43,68,53,27,0,4
100,84,59,35,21,35,24,0,4
51,72,85,100,91,61,30,0,1
96,100,84,52,21,0,27,39,7
100,80,55,27,0,4,19,14,6
100,65,98,98,71,69,13,0,9
90,100,66,29,0,19,48,74,8
82,100,84,43,3,0,26,32,7
93,100,91,48,4,0,30,29,7
100,77,33,0,6,44,82,88,0
100,87,56,48,62,84,42,0,4
92,49,4,0,41,82,100,66,0
94,98,100,68,32,0,30,30,7
88,100,97,72,46,24,3,0,3
85,100,81,59,43,15,0,4,3
84,80,35,0,11,53,92,100,0
85,100,63,29,4,1,0,0,2
61,68,82,100,87,58,30,0,1
81,64,89,100,65,29,0,9,9
100,67,26,0,20,60,93,85,0
89,72,94,100,73,45,13,0,9
99,69,28,0,24,64,100,85,0
77,66,88,100,78,63,32,0,9
100,78,51,50,51,62,32,0,4
100,90,63,46,47,59,31,0,4
85,100,70,41,16,0,5,1,2
81,100,96,46,0,19,42,48,7
58,62,83,100,74,49,23,0,1
79,100,78,39,0,1,27,29,7
51,100,88,42,0,11,55,82,8
91,100,84,59,37,15,1,0,3
100,69,39,30,37,65,33,0,4
75,100,86,46,6,0,3,2,1
100,70,33,0,13,45,82,85,0
69,100,76,35,0,8,7,8,1
100,67,9,0,30,82,91,66,0
91,50,54,19,0,52,96,100,5
62,73,90,100,74,48,21,0,1
100,78,42,6,8,37,30,0,6
98,100,94,72,58,33,4,0,5
100,64,31,21,16,35,37,0,4
74,100,77,36,2,14,24,0,2
69,77,97,100,75,50,25,0,1
100,60,16,0,27,70,93,63,0
98,100,63,30,4,2,0,3,2
90,100,70,43,22,18,19,0,2
100,86,67,85,71,43,19,0,9
56,49,11,0,39,73,100,74,8
51,75,100,92,66,40,15,0,1
65,88,100,72,32,0,1,6,2
100,94,53,92,80,29,0,31,9
100,99,67,34,0,32,44,44,7
90,100,88,64,40,17,1,0,3
78,100,94,68,48,27,12,0,3
81,100,84,68,75,54,24,0,9
100,85,50,11,0,39,71,83,8
92,100,83,45,6,0,31,42,7
100,96,61,27,24,35,33,0,4
77,89,100,57,15,11,4,0,1
100,96,63,26,0,5,24,12,6
62,74,100,93,73,62,31,0,9
68,34,0,24,66,88,95,100,5
86,100,96,61,25,0,38,43,7
100,68,23,0,5,42,80,94,0
100,82,54,24,0,5,23,22,6
43,54,77,100,84,56,28,0,1
66,93,100,75,43,12,0,2,3
72,36,0,12,53,92,100,67,0
60,97,100,66,82,46,5,0,9
63,100,85,43,4,0,38,55,8
94,100,79,55,30,11,6,0,3
100,92,58,34,37,60,36,0,4
99,100,72,34,0,41,43,41,7
80,100,92,65,53,24,4,0,3
87,73,100,88,57,26,0,9,9
44,59,78,100,83,56,28,0,1
100,78,38,0,16,71,94,82,5
100,74,52,50,82,72,36,0,4
30,60,100,81,50,16,0,28,8
99,100,72,56,70,66,33,0,4
100,100,100,98,76,50,24,0,7
100,74,49,48,56,62,26,0,4
68,100,88,46,5,5,1,0,1
100,99,68,34,0,10,31,4,6
100,84,56,38,48,53,26,0,4
56,73,94,100,75,50,25,0,1
86,53,11,0,24,64,99,100,0
73,100,72,31,10,22,13,0,2
90,100,74,47,22,33,28,0,4
0,27,49,73,100,73,40,9,1
96,100,94,70,55,19,0,16,5
100,66,31,22,30,68,38,0,4
92,97,100,54,0,0,22,21,7
65,98,100,61,29,0,1,6,2
71,100,85,46,20,4,3,0,2
98,64,38,0,26,72,99,100,5
88,100,98,67,60,36,7,0,3
83,49,13,0,35,66,100,84,8
100,75,44,39,56,68,32,0,4
78,33,0,17,58,99,100,68,0
69,100,88,53,24,0,6,6,2
91,96,100,90,66,44,22,0,7
85,100,68,38,10,4,10,0,2
100,78,55,32,5,0,23,19,6
67,31,0,26,74,100,80,43,0
98,67,23,0,23,67,100,83,0
100,99,59,20,0,31,39,42,7
61,81,100,93,69,46,23,0,1
100,61,44,0,9,55,96,99,5
88,100,85,58,32,14,1,0,3
97,100,89,46,0,31,47,54,7
90,100,78,40,0,24,35,36,7
89,58,8,0,41,64,100,95,8
72,94,100,67,51,26,0,3,3
41,58,84,100,71,42,13,0,1
87,100,83,59,47,19,0,1,3
82,100,89,63,40,26,4,0,3
96,70,30,0,25,72,100,95,5
83,65,52,7,0,51,95,100,5
93,82,39,3,0,66,99,100,5
56,74,100,80,49,64,39,0,9
67,91,100,56,15,0,28,29,7
80,100,75,67,71,35,2,0,9
59,100,81,35,0,14,14,1,2
94,100,79,37,0,16,44,45,7
59,100,82,39,5,0,7,14,2
81,100,90,58,30,0,2,6,2
86,69,34,0,17,54,94,100,8
82,100,86,57,49,19,2,0,3
89,100,64,26,0,36,64,91,8
100,62,54,11,0,48,88,95,5
93,100,80,40,0,15,41,39,7
67,100,88,52,65,72,28,0,9
87,44,4,0,30,75,100,77,0
66,100,84,50,26,26,0,20,2
92,64,40,0,9,63,100,98,5
93,100,77,52,30,10,3,0,2
71,100,79,43,16,22,16,0,2
100,65,29,20,17,36,36,0,4
77,100,88,57,52,18,0,17,3
94,100,90,65,52,35,7,0,5
81,100,100,85,60,42,21,0,3
99,100,72,99,67,28,0,7,9
89,100,69,50,48,20,2,0,3
91,100,70,40,6,0,26,21,6
100,95,71,47,30,44,24,0,4
40,62,78,100,91,62,33,0,1
100,89,48,9,0,40,58,65,7
100,98,69,33,0,37,44,46,7
0,16,37,65,96,100,71,48,9
100,92,65,35,6,0,23,29,6
100,75,51,52,72,56,28,0,4
0,12,28,50,77,100,85,65,9
63,79,99,100,75,48,22,0,1
