@relation input_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
53,96,99,65,79,100,54,0,3
35,48,76,57,24,0,50,100,2
29,25,0,48,100,84,60,43,4
27,58,73,68,100,76,38,0,3
100,62,0,13,76,94,72,46,9
11,10,46,87,100,69,26,0,0
41,48,67,50,0,29,72,100,2
0,21,31,22,7,34,69,100,2
36,100,55,2,36,74,0,62,8
0,32,77,100,87,75,61,89,7
46,24,19,63,100,86,45,0,0
73,10,60,43,0,57,100,20,8
67,18,44,35,0,53,100,42,8
33,72,100,76,70,55,0,13,1
76,64,100,14,0,90,98,0,8
0,32,77,100,83,60,38,22,7
36,40,57,36,0,15,59,100,2
0,48,100,87,58,39,16,10,1
26,67,82,53,77,100,56,0,3
57,100,81,40,30,57,40,0,5
0,31,65,100,87,75,68,60,1
35,0,1,68,100,88,79,72,4
40,78,71,68,100,70,19,0,3
44,19,39,0,8,19,57,100,5
36,24,77,64,74,100,62,0,3
80,34,69,100,81,74,44,0,9
36,0,21,73,100,70,72,85,4
11,0,22,77,100,62,8,5,0
0,13,50,40,10,12,58,100,2
100,63,26,2,0,54,60,7,6
0,21,72,65,56,37,42,100,7
100,54,21,14,61,100,48,0,6
62,97,94,69,37,0,47,100,2
23,27,64,33,12,0,50,100,5
33,79,100,79,41,0,37,93,2
14,37,56,30,0,0,50,100,2
0,3,31,76,100,70,25,14,0
0,3,51,43,15,9,38,100,5
0,38,100,93,55,9,18,89,2
0,34,74,56,17,10,55,100,2
17,71,100,81,74,69,31,0,1
55,3,39,100,0,26,97,23,8
46,14,9,61,100,76,18,0,0
0,36,69,100,95,70,48,33,1
90,55,28,12,51,100,49,0,6
100,64,27,0,71,98,60,44,4
86,70,0,13,86,100,87,88,9
0,46,14,30,100,94,80,72,4
100,62,23,0,20,91,84,11,6
6,23,100,53,19,94,87,0,9
14,45,62,34,0,15,58,100,2
0,43,92,100,84,58,38,87,7
67,56,10,59,70,0,29,100,8
75,36,6,62,100,0,31,93,8
100,97,46,46,83,99,51,0,5
15,43,51,29,0,30,65,100,2
42,6,95,71,19,100,75,0,9
84,42,2,0,59,100,84,75,4
49,54,95,47,4,0,31,100,5
0,20,51,50,33,25,62,100,2
17,5,0,60,100,85,77,69,4
0,61,78,58,56,38,34,100,7
5,79,5,38,67,0,27,100,8
27,6,0,30,79,100,74,24,0
65,9,20,73,100,80,42,0,9
88,100,16,42,82,0,32,89,8
33,67,68,36,0,27,72,100,2
59,11,100,54,40,0,60,43,8
100,66,41,23,18,54,38,0,6
0,57,63,46,40,10,39,100,7
0,30,48,33,9,24,65,100,2
24,57,85,59,82,100,53,0,3
76,85,100,32,94,94,73,0,9
93,50,27,75,100,67,27,0,9
44,6,0,35,78,100,76,32,0
0,46,64,45,12,10,50,100,7
0,27,54,37,5,2,51,100,2
0,36,56,38,8,1,51,100,2
44,72,100,64,99,93,47,0,3
0,43,74,68,59,5,32,100,1
25,59,100,63,35,80,54,0,3
16,0,26,73,100,82,32,1,0
7,29,28,26,83,100,55,0,3
45,74,100,74,81,74,37,0,3
0,57,86,91,88,87,86,100,1
14,50,73,39,0,0,58,100,2
100,55,4,49,43,0,41,97,8
0,42,100,75,50,25,17,67,1
10,58,92,64,62,100,55,0,3
39,100,88,6,0,89,63,31,9
77,35,53,74,99,100,51,0,9
100,29,0,70,88,64,50,43,9
20,17,0,25,81,95,95,100,4
42,80,70,58,100,87,42,0,3
21,44,100,13,16,61,23,0,9
0,44,67,68,70,11,37,100,1
9,30,84,64,85,100,57,0,3
0,57,98,31,45,100,78,9,8
0,9,45,35,38,7,21,100,1
32,17,87,64,12,79,100,0,8
32,0,61,74,24,20,38,100,5
39,0,66,70,10,15,29,100,5
0,72,100,62,38,5,23,97,7
3,38,59,45,22,0,52,100,2
100,46,14,0,8,62,55,6,6
32,21,66,45,69,100,64,0,3
37,0,94,3,29,0,100,8,8
0,52,100,53,13,82,34,16,8
17,0,6,50,95,100,71,25,0
0,74,100,88,74,74,74,76,1
60,14,100,80,39,0,80,50,8
20,0,4,72,100,87,85,89,4
17,24,73,100,89,43,11,0,0
40,16,0,22,81,100,79,67,4
19,12,77,57,9,0,12,100,5
57,0,17,100,94,20,89,37,8
68,100,100,79,71,73,39,0,3
59,20,58,50,0,21,49,100,5
58,17,0,29,75,100,83,33,0
37,4,35,100,49,0,54,35,8
63,100,77,13,0,64,86,77,9
6,18,14,0,54,99,92,100,4
51,16,0,28,70,100,83,40,0
9,29,65,45,13,0,51,100,2
29,52,72,65,100,81,33,0,3
50,28,79,65,0,20,37,100,5
2,13,44,15,6,0,49,100,5
0,33,68,51,53,58,65,100,1
97,62,13,63,100,96,64,0,9
27,0,60,100,34,29,74,10,8
100,40,0,60,100,94,83,79,9
97,57,24,0,32,100,91,25,6
88,82,45,0,38,94,100,98,4
100,45,9,0,44,99,84,26,6
24,73,100,62,21,0,25,84,7
28,1,76,67,1,0,18,100,5
35,35,44,0,23,61,100,51,8
49,98,96,59,17,0,38,100,7
10,49,100,69,85,100,51,0,3
62,0,29,90,100,90,75,70,9
88,31,0,47,100,97,75,44,9
0,40,78,100,82,69,58,40,1
73,31,4,0,49,100,66,10,6
7,57,86,46,92,100,58,0,3
39,68,49,40,19,0,50,100,1
100,38,25,19,12,6,0,6,1
0,32,65,92,100,95,68,91,7
33,68,73,56,37,0,50,100,1
0,45,80,100,98,98,95,93,1
33,81,100,88,74,52,0,81,1
43,10,0,43,95,100,61,39,4
13,20,59,44,0,7,42,100,5
18,0,50,100,71,47,33,35,7
8,46,58,36,5,0,50,100,2
0,43,68,66,56,39,49,100,7
1,47,74,53,67,100,51,0,3
23,26,62,34,0,1,51,100,2
75,46,10,0,58,100,66,22,0
100,47,0,21,73,79,55,16,9
0,34,85,75,56,14,29,100,7
0,44,76,72,63,52,54,100,7
46,65,65,0,30,84,100,44,8
96,64,0,31,86,100,87,19,9
0,37,82,70,68,100,93,46,7
52,26,0,52,100,84,62,48,4
59,48,99,81,93,100,50,0,3
34,5,0,100,94,64,62,50,4
48,60,61,37,0,20,60,100,2
0,50,47,32,20,10,44,100,7
69,89,97,62,99,100,60,0,9
25,41,80,61,24,0,49,100,2
65,86,75,0,18,100,78,49,9
35,56,100,23,6,65,98,0,8
11,51,53,46,38,0,51,100,1
35,86,100,52,89,97,53,0,3
49,10,0,33,82,100,74,27,0
13,52,75,44,4,0,54,100,2
0,49,100,67,54,38,21,83,7
0,27,61,100,90,70,50,35,1
16,0,43,100,99,97,84,73,4
0,20,64,100,95,78,57,40,7
98,34,8,63,34,0,42,100,8
38,6,14,75,100,73,14,0,0
100,21,45,86,3,0,65,99,8
0,51,100,80,60,79,98,30,7
71,55,0,19,74,100,67,13,9
48,7,22,0,5,49,100,52,8
54,83,100,29,87,96,78,0,9
54,29,6,0,48,100,40,12,6
24,0,54,20,24,38,51,100,5
55,81,68,56,30,0,51,100,1
25,5,0,72,100,70,72,60,4
46,41,38,0,18,36,59,100,5
61,39,100,45,0,10,90,21,8
13,10,54,30,10,0,46,100,5
0,52,100,90,73,73,100,79,7
33,63,60,55,42,0,50,100,1
48,8,50,63,100,99,53,0,9
30,7,0,30,82,100,74,26,0
38,6,44,7,0,9,45,100,5
0,59,79,71,71,9,2,100,1
37,6,0,39,78,100,75,30,0
22,52,58,32,0,27,63,100,2
25,100,80,0,38,89,54,20,8
32,0,66,79,12,60,100,16,8
75,35,2,0,44,100,68,16,6
100,55,22,27,74,87,47,0,5
0,28,73,55,40,28,44,100,7
45,13,13,59,100,81,28,0,0
56,9,0,76,100,59,35,10,4
0,60,65,51,35,11,31,100,7
0,41,67,53,99,100,54,6,3
0,27,54,44,22,33,66,100,2
0,54,84,76,59,35,33,100,7
32,75,79,56,29,0,42,100,7
21,12,40,81,100,82,37,0,0
9,29,81,10,58,100,87,0,9
74,50,56,100,93,90,47,0,9
0,4,21,73,100,78,25,14,0
82,36,0,10,62,100,93,47,0
26,33,93,64,11,0,31,100,5
69,82,100,44,92,91,64,0,9
0,12,45,70,45,35,66,100,2
3,69,58,0,36,100,73,7,5
81,33,0,11,77,100,37,10,6
35,8,0,42,91,100,60,8,0
52,61,100,77,42,0,26,97,2
74,43,69,90,100,84,41,0,9
0,78,100,66,58,33,12,98,7
0,15,8,20,66,77,87,100,4
74,21,0,20,75,100,78,19,0
48,0,53,47,3,70,100,28,8
41,93,100,33,47,93,72,0,8
0,57,94,38,44,100,76,12,8
38,69,88,61,87,100,53,0,3
16,16,0,15,81,100,84,75,4
49,56,68,40,78,100,52,0,9
27,0,55,62,19,24,29,100,5
78,40,6,16,16,0,46,100,8
100,56,28,10,21,69,52,0,6
38,10,74,48,0,7,29,100,5
100,64,30,63,77,72,42,0,9
0,44,80,57,33,28,41,100,7
32,72,74,44,3,0,54,100,2
35,0,58,55,30,100,94,28,8
95,56,0,57,100,93,86,81,4
100,61,71,95,94,79,41,0,9
85,32,0,74,100,76,72,67,4
59,60,96,71,87,100,57,0,3
75,30,24,53,11,0,44,100,8
29,11,0,3,46,83,84,100,4
100,59,27,6,0,43,55,6,6
100,54,19,0,22,71,89,48,6
54,47,100,93,77,96,46,0,3
42,12,0,32,76,100,88,47,0
66,50,80,0,17,59,100,0,8
23,0,8,58,99,100,56,14,0
100,61,30,7,11,48,39,0,6
100,52,0,26,80,81,57,35,9
59,9,61,74,0,53,100,35,8
26,50,100,58,50,90,53,0,3
70,42,35,0,19,60,100,54,8
18,0,22,71,100,78,29,17,0
100,57,18,16,61,78,39,0,5
0,31,74,68,46,36,49,100,7
0,85,100,65,28,13,13,92,7
100,58,21,21,58,64,36,0,5
54,78,70,39,0,16,58,100,2
0,50,100,96,71,46,25,32,1
0,31,64,49,24,10,56,100,2
0,42,23,2,23,93,81,100,4
45,37,55,40,58,0,35,100,1
65,28,52,24,0,15,48,100,5
100,41,23,54,38,0,25,60,8
36,72,81,63,47,0,49,100,1
25,8,0,0,33,83,87,100,4
68,10,48,86,97,100,55,0,9
32,12,42,18,0,17,56,100,5
75,40,11,0,32,98,100,38,6
49,17,0,0,49,100,88,84,4
0,37,78,76,78,31,47,100,7
15,75,100,91,91,49,0,78,1
46,84,7,28,100,90,69,0,9
16,38,60,40,7,0,50,100,2
100,68,26,27,70,73,35,0,5
100,79,15,8,71,99,43,0,5
59,12,0,29,81,100,91,35,0
57,25,0,85,100,65,31,2,4
100,78,29,0,33,73,61,18,5
24,58,86,66,100,87,42,0,3
61,88,100,78,63,60,34,0,3
32,71,100,62,78,83,40,0,3
66,22,50,19,0,65,100,24,8
59,24,24,69,100,74,21,0,0
0,37,59,45,27,20,60,100,7
73,35,6,0,42,100,72,19,6
9,81,100,81,77,74,0,15,1
63,67,5,52,73,0,32,100,8
23,20,66,41,8,0,44,100,5
0,45,69,56,42,15,45,100,7
32,32,0,25,96,100,77,77,4
37,53,41,0,4,17,57,100,5
0,44,100,88,60,25,32,98,7
0,25,58,46,10,19,62,100,2
47,20,36,80,100,77,32,0,0
41,64,83,46,93,100,52,0,3
0,50,100,91,77,55,38,34,1
100,57,23,0,7,61,68,20,6
35,63,97,58,100,100,50,0,3
0,33,58,78,78,78,83,100,1
43,0,57,62,15,17,34,100,5
0,23,65,75,53,28,58,100,2
0,18,68,59,55,100,84,35,3
51,100,48,6,42,87,60,0,5
22,3,0,49,100,64,64,60,4
16,30,76,71,41,0,50,100,2
36,2,0,53,100,68,45,22,4
56,19,0,24,74,100,70,23,0
30,4,0,54,100,97,45,6,0
67,59,95,44,0,59,100,19,8
96,83,47,26,49,100,53,0,6
47,87,100,67,97,96,48,0,3
23,19,51,16,0,8,54,100,5
3,41,100,89,54,19,0,54,7
38,10,0,29,71,100,88,46,0
41,6,0,12,54,100,55,17,6
87,70,12,41,100,98,62,0,9
0,22,43,36,9,7,54,100,2
39,17,37,17,0,44,100,32,8
100,74,34,0,7,68,60,0,6
9,3,65,66,11,0,32,100,5
11,0,21,71,100,87,41,5,0
100,74,25,17,72,99,53,0,5
22,55,42,0,1,13,53,100,5
12,30,62,43,3,0,50,100,2
100,58,27,1,0,53,53,0,6
76,24,0,39,91,100,93,87,9
31,0,4,37,81,100,70,26,0
97,68,32,13,39,100,46,0,6
84,76,19,55,100,73,38,0,9
27,0,43,90,100,75,27,12,0
4,39,83,57,59,100,62,0,3
48,24,0,93,100,74,63,56,4
100,54,22,0,6,57,65,14,6
77,28,63,59,0,47,100,61,8
32,54,82,62,24,0,50,100,2
36,68,100,62,71,99,52,0,3
100,49,11,10,54,76,47,0,5
8,39,86,100,68,73,40,0,3
0,35,69,100,86,69,52,45,1
44,21,0,18,56,100,82,28,8
34,75,100,76,34,0,49,100,2
8,53,100,100,79,74,60,0,1
26,0,4,54,95,100,59,12,0
0,70,100,70,37,10,22,97,7
92,57,21,0,37,100,76,7,6
100,39,58,88,25,0,42,98,8
23,69,62,53,32,0,50,100,1
92,49,8,56,100,82,39,0,4
19,66,78,41,63,100,53,0,3
16,47,50,28,0,23,62,100,2
5,0,55,100,73,55,45,59,1
13,76,100,74,40,12,0,81,7
5,5,56,100,97,59,8,0,0
30,45,87,56,100,83,30,0,3
0,55,84,100,91,81,77,81,1
58,100,94,85,59,0,29,88,1
73,100,48,20,79,84,48,0,9
93,57,0,36,100,99,91,26,9
51,75,82,74,100,74,32,0,3
47,38,12,0,48,100,80,83,4
16,32,56,17,0,5,36,100,5
0,52,100,56,41,60,41,92,7
13,6,34,79,100,79,34,0,0
0,37,59,24,70,100,60,7,3
0,64,100,76,52,27,30,96,7
25,58,88,56,79,100,54,0,3
35,87,74,28,60,100,53,0,5
5,37,66,42,4,0,50,100,2
55,100,82,38,90,94,52,0,5
0,43,89,75,44,9,48,100,2
88,51,11,60,100,95,53,0,9
0,19,86,94,3,39,100,29,8
55,55,77,38,0,20,49,100,5
27,100,78,53,28,0,3,92,7
27,43,86,52,84,100,54,0,3
34,58,75,10,67,100,50,0,9
12,51,100,74,36,0,35,100,2
0,31,66,100,76,53,40,44,1
0,47,81,79,85,27,23,100,1
54,90,100,63,33,52,32,0,5
0,49,100,58,28,82,28,34,8
7,45,79,53,100,93,50,0,3
43,53,95,68,80,100,57,0,3
0,16,57,37,0,5,52,100,2
54,94,96,79,84,100,53,0,8
100,100,79,50,36,14,0,7,1
32,65,100,75,59,68,39,0,3
41,20,0,39,100,98,72,57,4
36,23,42,86,100,76,31,0,0
100,59,24,0,12,73,62,7,6
55,0,5,90,100,84,76,65,4
72,100,72,56,39,22,0,0,1
35,0,45,96,44,34,100,78,8
69,48,69,0,30,93,100,37,8
27,1,41,16,0,12,55,100,5
0,35,71,61,33,21,60,100,2
32,9,0,30,70,100,87,47,0
0,30,82,100,80,47,40,98,2
80,54,40,81,100,92,46,0,9
20,27,94,87,27,0,32,100,5
100,52,18,0,28,85,66,3,6
5,40,79,26,56,100,65,0,3
43,60,100,74,60,77,41,0,3
1,0,26,80,100,74,24,27,0
25,0,9,77,100,77,67,65,4
31,0,18,69,100,72,21,4,0
53,27,6,0,46,100,53,6,6
4,55,97,100,69,40,13,0,1
30,11,0,75,100,97,84,79,4
40,6,0,41,81,100,60,19,0
57,100,47,0,52,94,69,39,9
100,22,23,94,69,0,25,78,8
89,43,3,0,57,100,43,24,6
0,14,35,53,14,11,42,100,5
8,32,54,32,0,18,59,100,2
19,36,34,13,0,34,67,100,2
40,71,99,66,84,100,56,0,3
0,39,56,27,6,18,59,100,5
22,0,69,100,15,51,77,42,8
20,58,59,53,100,98,53,0,3
1,39,90,50,52,100,60,0,3
15,0,35,80,100,71,24,13,0
52,33,0,32,82,100,69,43,4
9,4,0,35,84,100,80,77,4
33,66,66,63,100,78,27,0,3
32,0,16,57,97,100,61,10,0
40,13,0,22,73,100,92,39,0
16,66,100,46,0,66,24,23,8
13,11,0,28,92,96,91,100,4
46,36,84,42,79,100,53,0,9
9,48,100,78,85,73,19,0,3
40,67,100,81,60,38,15,0,1
9,48,68,59,33,0,49,100,2
2,12,0,29,82,100,76,62,4
26,61,100,88,97,78,40,0,3
41,32,100,34,36,89,70,0,9
57,33,8,3,48,100,57,0,6
22,56,100,72,44,17,0,22,1
65,45,14,0,43,100,80,35,6
72,43,19,4,36,100,58,0,6
35,32,0,4,51,100,88,72,4
0,36,70,100,82,69,59,54,1
100,62,44,84,79,72,45,0,9
39,74,62,66,100,85,36,0,3
25,35,74,28,12,0,25,100,5
17,35,37,0,7,18,58,100,5
63,23,0,3,61,100,99,46,0
18,8,24,69,100,91,45,0,0
7,74,100,89,83,15,0,94,1
63,17,0,58,100,86,82,78,4
0,40,79,100,86,70,55,45,1
20,7,0,32,89,100,76,55,4
5,2,41,89,100,70,23,0,0
3,90,100,75,61,31,0,90,7
19,0,10,53,93,100,80,59,4
0,53,100,86,75,67,63,55,1
33,49,94,49,73,100,60,0,3
100,50,0,38,90,88,54,34,9
14,43,72,46,12,0,50,100,2
11,16,53,44,9,0,50,100,2
0,28,65,100,79,61,50,48,7
13,59,64,37,15,0,49,100,7
14,62,97,70,34,0,45,100,2
23,0,16,69,100,93,49,14,0
75,25,0,16,70,100,88,31,0
31,54,51,7,0,13,55,100,5
14,51,100,54,16,0,11,92,7
100,60,45,88,88,67,34,0,9
0,56,100,85,75,75,80,85,1
100,53,20,11,38,85,55,0,6
54,24,66,47,0,18,50,100,5
56,20,0,29,74,100,76,60,4
5,31,0,52,100,62,31,1,4
0,30,36,28,89,100,64,6,3
25,48,100,92,65,70,44,0,3
0,37,64,54,49,33,22,100,1
0,57,62,46,25,4,39,100,7
25,3,11,71,100,56,2,0,0
100,57,26,21,63,75,37,0,5
29,53,92,81,50,0,42,100,2
55,100,61,53,71,40,0,39,8
27,43,67,45,0,47,100,20,8
27,70,77,50,96,100,52,0,3
100,37,0,90,90,67,43,49,9
100,74,24,43,94,89,52,0,9
78,4,0,86,100,76,58,64,9
91,48,23,18,62,100,55,0,6
0,1,25,66,100,92,90,94,4
29,60,90,68,34,0,47,100,2
0,27,67,100,91,69,51,42,1
1,58,100,69,33,1,0,57,7
93,59,95,100,100,88,52,0,9
0,40,74,100,79,62,47,42,1
76,36,10,0,43,100,63,3,6
22,67,87,61,30,0,41,100,2
38,78,91,51,88,100,48,0,3
30,61,100,76,42,74,53,0,8
0,54,80,70,66,28,19,100,7
8,41,70,47,9,0,50,100,2
0,30,75,50,58,100,62,8,3
100,49,17,0,18,76,61,7,6
15,39,93,81,43,0,39,100,2
2,44,91,52,62,100,56,0,3
86,37,7,0,36,100,83,20,6
19,0,25,71,100,90,49,10,0
56,29,0,51,100,77,58,35,4
10,33,60,59,100,92,43,0,3
0,51,87,100,72,14,36,99,9
73,0,49,100,58,16,45,30,8
100,58,25,6,0,37,60,18,6
36,79,100,50,32,76,47,0,5
0,37,100,86,55,30,10,75,7
14,19,63,60,27,0,50,100,2
100,64,30,10,12,72,66,0,6
42,10,0,44,92,100,64,8,0
55,53,100,86,73,88,42,0,3
90,43,0,51,100,97,79,60,4
0,18,59,100,92,69,52,46,1
26,23,62,100,88,55,24,0,1
0,77,100,67,47,33,10,88,7
0,34,62,54,39,12,50,100,7
23,0,20,66,100,98,53,9,0
100,44,11,0,42,95,56,2,6
40,92,100,45,79,99,55,0,5
17,57,87,61,27,0,51,100,2
16,9,0,23,77,100,70,15,0
0,53,91,78,68,47,24,100,7
0,35,66,66,51,26,49,100,2
91,47,49,92,100,73,43,0,9
0,38,84,82,75,100,68,22,3
43,10,0,46,100,93,88,78,4
71,27,6,21,77,100,51,0,6
12,0,30,67,100,96,63,39,0
100,54,20,4,27,71,53,0,6
0,34,57,51,44,12,55,100,7
19,75,78,3,28,94,100,0,8
2,5,0,22,98,100,71,78,4
0,8,40,78,100,95,61,27,0
7,0,19,67,100,93,49,3,0
65,56,17,0,36,100,73,10,6
0,41,90,81,51,36,24,100,7
26,75,92,45,81,100,51,0,3
15,0,32,76,100,86,37,3,0
0,27,66,81,58,34,61,100,2
63,35,0,36,100,96,73,59,4
28,40,96,45,37,100,68,0,9
9,0,0,14,62,79,81,100,4
63,100,99,67,91,96,48,0,3
27,1,56,64,0,0,21,100,5
85,35,15,32,91,100,56,0,5
67,24,0,0,44,100,65,10,6
48,73,100,69,98,94,48,0,3
84,83,33,67,100,100,64,0,9
50,4,22,42,66,100,56,0,9
52,18,48,11,0,8,41,100,5
19,20,36,15,0,8,54,100,5
0,53,100,76,51,31,33,91,7
0,12,94,31,11,100,58,37,9
100,44,11,0,56,100,55,0,6
100,75,42,63,97,85,42,0,5
79,50,0,15,93,100,64,43,4
55,30,84,63,77,100,60,0,3
74,100,84,70,47,0,36,98,1
10,1,0,40,84,100,59,7,0
0,43,66,59,59,40,54,100,7
100,47,0,42,85,28,37,84,8
13,64,87,52,11,0,35,100,7
0,47,78,100,88,66,40,7,1
41,71,67,54,41,0,50,100,1
98,66,0,40,90,98,100,28,9
63,25,0,22,73,100,79,33,0
88,28,34,82,95,100,60,0,9
100,49,0,37,89,77,40,12,9
23,14,77,100,66,0,23,97,2
10,33,95,88,48,0,28,100,2
44,79,26,59,100,95,56,0,9
59,36,0,23,52,0,44,100,8
97,65,33,15,54,100,58,0,6
31,34,75,36,0,7,37,100,5
38,91,82,73,75,9,0,100,1
0,60,75,65,63,62,39,100,7
98,51,21,7,49,100,42,0,6
0,20,56,44,14,13,56,100,2
72,32,5,0,47,100,59,3,6
40,63,100,84,52,18,0,47,2
5,23,63,55,14,0,50,100,2
14,0,19,65,99,100,65,24,0
52,0,27,41,67,100,63,3,9
28,59,100,78,51,83,44,0,3
0,42,73,100,88,73,73,81,1
0,47,100,68,42,30,66,82,7
11,41,47,25,8,0,49,100,7
35,24,100,12,0,49,96,7,8
100,60,53,92,100,92,44,0,9
0,41,78,66,60,100,76,26,7
31,5,0,27,72,100,81,69,4
20,39,100,67,30,64,22,0,8
3,33,81,51,85,100,53,0,3
100,63,35,12,4,44,60,0,6
38,4,0,33,78,100,85,44,0
25,15,47,93,100,73,28,0,0
10,31,61,37,2,0,50,100,2
92,46,8,0,70,100,26,14,6
52,69,78,13,0,54,100,54,8
16,43,86,56,79,100,49,0,3
29,1,0,51,93,100,55,6,0
17,48,70,56,100,91,48,0,3
100,62,28,1,0,43,45,5,6
40,0,5,55,98,100,62,6,0
14,44,63,41,13,0,50,100,2
100,96,93,82,71,46,25,0,1
27,4,60,65,1,0,24,100,5
88,93,41,48,100,90,55,0,9
65,61,16,0,65,100,61,28,4
100,41,0,52,98,92,67,19,9
65,19,22,95,100,48,26,0,4
0,43,89,75,42,0,35,100,2
66,43,0,33,100,78,51,39,4
7,43,42,43,55,0,22,100,1
60,43,52,21,0,52,100,38,8
0,36,68,100,78,59,44,34,1
100,64,55,88,86,76,42,0,9
60,12,0,28,28,12,52,100,8
0,44,74,65,57,42,55,100,7
46,7,37,56,90,100,57,0,9
49,49,48,7,0,9,53,100,5
47,69,100,83,47,0,40,94,2
0,42,69,62,56,31,42,100,7
12,58,77,43,5,0,55,100,2
57,37,88,94,51,0,41,100,2
0,38,72,100,96,84,74,73,1
80,31,43,75,89,100,53,0,9
7,100,76,24,80,84,0,47,8
30,31,60,24,8,0,35,100,5
3,0,57,100,84,81,81,97,1
5,22,47,35,8,0,50,100,2
22,30,54,32,13,0,49,100,5
31,49,38,0,5,25,62,100,5
27,20,38,0,2,9,54,100,5
83,17,37,94,38,0,65,100,8
44,0,79,95,13,50,100,19,8
0,37,85,63,48,27,45,100,7
0,32,49,39,21,20,60,100,2
53,19,0,23,67,100,90,48,0
50,7,0,57,100,74,48,39,4
0,39,100,78,44,9,4,56,7
27,62,84,66,37,0,50,100,2
0,41,86,99,95,87,64,100,7
13,54,100,90,68,73,44,0,3
0,47,96,100,77,49,26,76,7
12,3,67,20,27,95,100,0,8
34,51,55,50,0,6,38,100,5
6,0,21,72,100,86,37,9,0
46,90,55,66,100,97,40,0,9
57,22,0,37,81,100,69,30,0
16,0,53,47,17,13,46,100,5
30,23,66,59,19,0,8,100,5
44,81,65,54,28,0,50,100,1
0,58,76,51,34,0,34,100,7
12,53,100,68,80,95,51,0,3
0,54,100,78,49,35,32,95,7
62,0,94,34,26,13,100,8,8
0,27,46,43,31,34,66,100,2
15,0,38,79,4,46,100,12,8
43,72,100,77,41,0,39,93,2
0,38,100,93,57,15,18,85,2
53,30,59,24,6,0,41,100,5
5,30,100,75,50,25,0,5,1
0,17,55,89,100,72,36,18,0
69,39,0,35,100,98,79,73,4
32,50,52,42,38,0,50,100,1
26,0,61,76,7,4,27,100,5
0,37,81,100,84,65,33,55,7
92,54,66,100,85,68,39,0,9
100,21,64,71,13,73,74,0,8
16,40,94,84,47,0,31,100,2
46,9,0,4,37,100,67,22,6
0,43,70,68,56,31,52,100,7
12,75,100,74,47,23,0,98,7
31,63,100,75,56,96,61,0,7
68,98,35,0,75,100,76,6,9
0,45,80,100,98,96,92,88,1
14,50,100,71,59,83,42,0,3
100,67,38,69,90,73,43,0,9
8,34,40,8,0,24,61,100,5
34,90,100,64,34,15,0,57,7
18,13,0,57,100,85,83,84,4
81,15,0,100,65,10,90,73,8
0,63,100,84,58,23,0,76,7
88,44,49,100,93,98,57,0,9
15,23,72,53,75,100,55,0,3
0,39,74,100,85,65,44,24,1
18,16,0,28,88,100,89,88,4
0,35,67,100,96,77,58,46,1
100,41,0,48,93,88,74,57,9
17,24,59,29,5,0,49,100,5
100,62,31,12,33,78,44,0,6
14,60,100,74,38,0,2,63,7
20,5,0,64,100,81,61,45,4
7,33,89,100,64,74,46,0,3
1,0,36,14,3,5,50,100,5
72,26,0,0,38,100,67,21,6
30,76,100,62,53,94,51,0,3
16,45,96,85,88,100,52,0,3
79,31,0,68,100,76,41,14,4
38,23,6,0,45,100,85,98,4
0,27,61,95,100,82,67,72,1
0,55,100,96,74,52,19,67,7
100,56,26,1,11,69,50,0,6
45,53,100,22,45,85,81,0,9
100,60,36,54,34,0,37,79,8
0,36,77,78,73,50,48,100,7
0,44,90,76,64,49,52,100,7
32,6,0,30,81,100,76,26,0
72,51,0,66,100,75,47,19,4
32,21,32,79,100,81,33,0,0
0,48,96,98,84,68,52,100,7
0,34,92,74,62,100,89,31,3
32,60,88,47,81,100,54,0,3
24,6,0,31,79,100,77,27,0
45,75,70,43,5,0,50,100,2
0,34,68,100,100,81,63,50,1
100,58,29,74,87,91,63,0,9
31,0,2,42,86,100,73,25,0
0,21,62,11,57,100,74,9,9
42,8,0,39,85,100,74,21,0
55,45,100,49,0,69,70,59,9
45,34,0,37,95,100,73,57,4
38,40,0,36,93,100,63,40,4
44,76,79,54,23,0,50,100,2
0,23,73,52,26,12,46,100,7
0,35,70,100,91,82,74,78,1
0,23,66,66,56,30,41,100,7
100,72,0,28,77,2,5,78,8
24,49,68,51,78,100,56,0,3
75,41,0,45,100,92,55,23,4
44,90,83,67,51,0,27,100,1
40,16,0,20,70,100,88,37,0
52,82,75,61,47,0,50,100,1
38,12,19,62,100,83,39,0,0
30,0,57,62,2,2,28,100,5
0,27,66,100,80,59,42,36,1
80,27,0,21,99,100,19,10,6
16,75,48,0,55,100,77,18,5
48,31,3,0,62,100,93,89,4
21,30,72,66,31,0,52,100,2
0,26,92,100,76,55,39,29,1
17,0,12,59,100,95,51,15,0
35,60,47,25,0,34,68,100,2
27,64,67,37,0,12,64,100,2
79,35,60,100,89,70,40,0,9
0,76,100,31,45,95,71,11,8
0,51,90,56,46,51,77,100,1
31,0,40,68,56,28,57,100,2
36,84,51,28,81,100,51,0,9
2,58,63,38,19,0,42,100,7
0,45,85,57,69,100,67,17,3
